ID_edukacije;naziv_edukacije;opis_edukacije;datum_odrzavanja;broj_mjesta;broj_posjetitelja;TIMOVI_ID_tima;MJESTA_ID_mjesta
1867;Edukacija: Universal static challenge;"Hospital form career make.
Soldier while recently end pick. Decide common writer special hospital oil color.";2026-06-01;81;0;482;299
1868;Edukacija: Cross-platform background intranet;"Affect pressure up smile. Center true again although great.
Guess policy others million. Rich finish dream war reduce show compare. Him forward region region impact stop stock. Whose state ground.";2026-06-06;80;0;255;367
1869;Edukacija: Sharable demand-driven contingency;"Analysis about five beat. Travel sound next hope produce. Attention when long include sing meet.
Sit manager lose quality thing. Car action late before age. Floor here father be group.";2026-06-03;80;0;464;435
1870;Edukacija: Distributed high-level service-desk;"Own management clearly modern. Impact drive deep ability.
Tax guy guy themselves. Floor many international because. Him child in goal society more quality strategy.";2026-06-08;68;0;252;217
1871;Edukacija: Down-sized 24hour interface;In section itself hospital. Indicate bar maybe region simply. Including fish gun some some quite.;2026-06-04;70;0;377;225
1872;Edukacija: Phased fault-tolerant methodology;Everything system organization receive cost worker now. Though picture contain put charge step perhaps. Interesting prove expert these million.;2026-05-22;57;0;443;33
1873;Edukacija: Monitored radical model;"Clearly office name face after. Certain opportunity whether remember.
Popular kid mind. Anything good record sister thousand administration can. Agreement goal with seat tree through.";2026-06-11;37;0;257;246
1874;Edukacija: Digitized hybrid paradigm;"Word vote ready against from service. Keep wrong church ten. Though discussion learn where.
But physical defense she feeling task. Seat from since into green medical western project.";2026-05-19;69;0;337;40
1875;Edukacija: Ameliorated intangible moratorium;"Candidate than me. Stuff guess difference physical. Garden so year fear might color. High what until summer attack miss his.
Road provide off either. Color star civil benefit city no gas.";2026-05-17;26;0;405;110
1876;Edukacija: Automated scalable budgetary management;He necessary to break you kind. Such this eat protect they. Thing light week appear.;2026-05-17;87;0;275;44
1877;Edukacija: Multi-lateral bandwidth-monitored groupware;Action picture else itself second. Defense crime yeah thank effort point carry.;2026-05-30;78;0;498;294
1878;Edukacija: Digitized responsive implementation;"Everyone out two. Film blue specific back contain. Identify police him other step.
Create network serve four. Involve probably clearly Democrat not thing left.";2026-05-19;38;0;315;234
1879;Edukacija: Multi-channeled 24hour structure;"Camera foreign support strategy smile yard score benefit. Service I arrive performance join capital just guy.
Girl whether will might performance care experience. Important raise true room.";2026-06-08;92;0;326;410
1880;Edukacija: Seamless cohesive access;Effect huge play nature image author serve. Discover happen make ground station stuff control.;2026-06-04;30;0;22;143
1881;Edukacija: Down-sized context-sensitive instruction set;Statement join social. Assume affect page along drive capital chair. Wish can forward sound great smile reason film. Person past run.;2026-06-07;74;0;244;116
1882;Edukacija: Function-based user-facing interface;Action agreement understand. School social plan politics. Hand eat best newspaper store room. Carry practice mission table as pull likely.;2026-06-07;14;0;141;185
1883;Edukacija: Profound radical orchestration;"Property reveal change garden think. Major recognize attention natural leg. Parent name live style.
Various authority wonder role keep center social. Model human speech send easy heavy PM.";2026-06-04;24;0;301;130
1884;Edukacija: Multi-layered modular initiative;Avoid whether certain accept become all. Prepare door machine glass. Support agree like forget statement total store. Couple some share a trip think eye.;2026-05-31;50;0;175;379
1885;Edukacija: Object-based executive complexity;Feel economy pressure section window push car. Others itself than nor central involve.;2026-05-27;74;0;210;476
1886;Edukacija: Cross-platform tertiary access;Contain fish catch level. Argue themselves party figure. Know media democratic system food analysis in. Pay summer former offer even design dog.;2026-05-21;75;0;414;425
1887;Edukacija: Robust optimal structure;Across nothing and mission manage board. Explain amount save conference. Plant contain clear financial while. Recognize trial out.;2026-06-12;20;0;331;378
1888;Edukacija: Synchronized coherent approach;"Outside eight usually deep several. Often receive bed smile its evening again. Box inside ball interview.
Skill page group which. Body fight around meet marriage whom college.";2026-05-27;68;0;425;371
1889;Edukacija: Object-based homogeneous system engine;Involve brother turn which consider court peace. Themselves economy he government direction. Rich between number order set present think. Now along be buy.;2026-06-08;38;0;144;59
1890;Edukacija: Intuitive tertiary challenge;"Business policy history he. Method family home any rock sort.
Accept can medical son open.";2026-05-24;78;0;285;461
1891;Edukacija: Automated intangible superstructure;"Reach always send. Difference over material worker nor involve.
Play plant able compare coach herself.
Father popular air example woman culture. Hour himself side stuff paper leg manage.";2026-05-25;97;0;16;256
1892;Edukacija: Re-engineered full-range knowledgebase;Course may vote body statement computer. Spend simple politics character establish himself.;2026-05-26;84;0;337;207
1893;Edukacija: Universal local framework;"Friend then painting day. Bag society beautiful attack. Police per age.
Page themselves research shake. Plan quite with stop. Young prevent modern reveal represent painting.";2026-06-09;49;0;373;347
1894;Edukacija: Synergized motivating superstructure;Past call while long different commercial several. Agency military two language guess early. Sometimes car nothing then certain hour.;2026-06-01;15;0;127;321
1895;Edukacija: Monitored non-volatile concept;Speech far play trade particularly shake experience. Maintain half land career write skill effort. Class discover turn raise chance former different.;2026-05-20;91;0;408;55
1896;Edukacija: Business-focused uniform service-desk;Hit certain offer this claim way close. From sure director spend reduce gun doctor. Main large seek forget same series want.;2026-06-02;54;0;449;249
1897;Edukacija: Reactive context-sensitive intranet;"Interest interesting catch after change deal its. Often member author daughter.
Body administration claim since street perform never. Camera tonight near field guy subject.";2026-05-17;50;0;262;170
1898;Edukacija: Robust systematic success;Ok grow gas lead. Common recently nor author defense view. She fact pattern need career responsibility into town. Finally sea show agreement image.;2026-05-30;89;0;99;465
1899;Edukacija: Networked full-range product;Other oil get teacher national. Customer kind rest store true half specific might. Old Congress opportunity until. Whose during you bit strategy discussion expect table.;2026-06-04;82;0;55;393
1900;Edukacija: Mandatory methodical instruction set;Up cell high stay major loss. Save green good whole exactly can. Shoulder protect mention way yeah or raise. Front capital at their hundred benefit.;2026-05-25;79;0;327;167
1901;Edukacija: Open-architected value-added portal;"Me from paper eight little.
Sell away win science remain hotel nature. Dream forget write kitchen ahead.
Force suddenly system thought space. Indicate leader often public individual.";2026-06-06;40;0;339;201
1902;Edukacija: Virtual dynamic help-desk;Part long single certain. Sign detail center particular.;2026-05-18;27;0;17;186
1903;Edukacija: User-centric mobile info-mediaries;"Technology look bag night.
Main whole scientist. Author seem share why whose bar.
They letter effort away up age organization. Fall sense practice other recognize whom. Same once society place.";2026-06-13;45;0;424;157
